# panel nesting triage — full dashboard (binary)
# columns: route	file	verdict	why	scan_smells	spot_note
# verdict: keep | fix  (no maybe — decorative nest is fix or intentional keep)
# scan_smells: from node .audit/scan-panel-nesting.mjs (exact `panel` token + balanced body)
# updated: 2026-07-21; unify wave: 15a1f6d + 791b858 + 1c9aca9

/websites/:websiteId/replays	Replays.tsx	fix	Disabled empty flattened; populated list/player panels stay as MD chrome	panel_wraps_master_detail	scan hit = list/player panels (intentional)
/websites/:websiteId/heatmaps	Heatmaps.tsx	keep	No page-level panel nest	-	
/websites/:websiteId/revenue	Revenue.tsx	keep	DVS without outer decorative panel wrap	-	
/websites/:websiteId/performance	Performance.tsx	fix	Empty path renders dashed EmptyState outside hero panel	-	
/websites/:websiteId/realtime	WebsiteRealtime.tsx	keep	No panel soup at page level	-	
/websites/:websiteId/events	WebsiteEvents.tsx	fix	Dropped outer panel around MasterDetail; catalog header + custom-events table panels stay	-	
/websites/:websiteId/actions	WebsiteActions.tsx	fix	Dropped outer panel around MD/DVS; create-header panel stays	-	
/websites/:websiteId/breakdown	WebsiteBreakdown.tsx	keep	Dimension breakdown panel is content chrome	-	
/websites/:websiteId/utm	WebsiteUtm.tsx	keep	DVS wraps dimension cards; panels are OverviewDimensionCard-class chrome	-	dimension keep (not empty-in-outer)
/websites/:websiteId/attribution	WebsiteAttribution.tsx	keep	Dimension-style panels; EmptyState not sole panel child	-	
/websites/:websiteId/annotations	WebsiteAnnotations.tsx	fix	Dropped outer panel around MD/empty; create-button panel stays	-	
/websites/:websiteId/funnel	WebsiteFunnel.tsx	fix	Dropped panel wrap around result DataViewState (picker stays unboxed)	-	
/websites/:websiteId/retention	WebsiteRetention.tsx	fix	Dropped panel wrap around DataViewState	-	
/websites/:websiteId/stickiness	WebsiteStickiness.tsx	fix	Form panel keep; dropped result panel around DVS	-	
/websites/:websiteId/goals	WebsiteGoals.tsx	fix	GoalsPanel list: dropped outer panel; chart panel keep	-	via GoalsPanel
/websites/:websiteId/journeys	WebsiteJourneys.tsx	fix	Dropped panel around EmptyState primary empty	-	
/websites/:websiteId/segments	WebsiteSegments.tsx	fix	SegmentsPanel: dropped outer panel around toolbar+MD/empty	-	via SegmentsPanel
/websites/:websiteId/cohorts	WebsiteCohorts.tsx	fix	CohortsPanel: dropped outer panel around toolbar+MD/empty	-	via CohortsPanel
/websites/:websiteId/compare	WebsiteCompare.tsx	fix	Empty path: dashed EmptyState without solid compare panel	-	populated KPI/chart panel stays
/websites/:websiteId/errors	WebsiteErrors.tsx	keep	Primary issues table-in-panel is content chrome	panel_wraps_master_detail	primary hero keep
/websites/:websiteId/errors#secondary	WebsiteErrors.tsx	fix	Secondary More: dropped solid wrap around titled empties / recent table	-	forms keep; no dashed-in-solid sole
/websites/:websiteId/errors/:eventId	WebsiteErrorDetail.tsx	fix	Properties/stack titled empties: dropped outer panel; accent-rail summary stays	-	
/websites/:websiteId/logs	WebsiteLogs.tsx	keep	Primary events stream chrome stays	empty_after_panel_header_only	primary hero keep
/websites/:websiteId/logs#secondary	WebsiteLogs.tsx	fix	Traces/filters/alerts: dropped solid wrap; MD/table chrome when populated	-	
/websites/:websiteId/ai-observability	WebsiteAiObservability.tsx	fix	Models + recent-calls titled sections: dropped outer panel around empty/MD	-	overview KPI panels stay
/websites/:websiteId/feature-flags	WebsiteFeatureFlags.tsx	fix	List section: dropped outer panel around MD/empty; create form panels keep	-	
/websites/:websiteId/experiments	WebsiteExperiments.tsx	fix	Dropped outer panel around MasterDetail via DataViewState; create form stays	-	
/websites/:websiteId/surveys	WebsiteSurveys.tsx	fix	Dropped outer panel around MD/empty; create form stays	-	
/websites/:websiteId/people	WebsitePeople.tsx	fix	Dropped outer panel around MasterDetail; search panel stays; follow-up: identity shortId + lastSeen meta (no dup UUID / 4th card)	-	
/websites/:websiteId/groups	WebsiteGroups.tsx	fix	Dropped outer panel around MD/empty; filter panel stays; follow-up: identity shortId + lastSeen meta (parity with people)	-	
/websites/:websiteId/workflows	WebsiteWorkflows.tsx	fix	Dropped outer panel around MD/empty; create form stays	-	
/websites/:websiteId/warehouse	WebsiteWarehouse.tsx	fix	Titled tab sections: dropped outer panel around empties/tables; MD explorer chrome stays	-	
/websites/:websiteId/audit	WebsiteAuditLog.tsx	keep	Already flattened (15a1f6d); MD + empty without outer panel	-	gold standard
